Name	Date	Longitude	Latitude	Chlorophyll_mean	Chlorophyll_sigma	num_passes
Odra_pos_2_73	2022-07-01	17.91470567	50.66257997	25.38469251	2.810482663	NaN
Odra_pos_2_74	2022-07-01	17.90960509	50.67794957	6.281247298	0.648422363	NaN
Odra_pos_2_75	2022-07-01	17.9022521	50.69547239	10.85650921	5.676161882	NaN
Odra_pos_2_76	2022-07-01	17.88842274	50.70985323	8.789657865	2.577500908	NaN
Odra_pos_2_77	2022-07-01	17.8724686	50.72116	NaN	NaN	NaN
Odra_pos_2_78	2022-07-01	17.85863035	50.73512676	NaN	NaN	NaN
Odra_pos_2_79	2022-07-01	17.85179137	50.74986222	NaN	NaN	NaN
Odra_pos_2_80	2022-07-01	17.83381443	50.75488963	NaN	NaN	NaN
Odra_pos_2_81	2022-07-01	17.81348655	50.7535299	NaN	NaN	NaN
Odra_pos_2_82	2022-07-01	17.79858598	50.75926066	NaN	NaN	NaN
Odra_pos_2_83	2022-07-01	17.78144405	50.76513554	NaN	NaN	NaN
Odra_pos_2_84	2022-07-01	17.76383873	50.7728317	NaN	NaN	NaN
Odra_pos_2_85	2022-07-01	17.74989272	50.78012444	NaN	NaN	NaN
Odra_pos_2_86	2022-07-01	17.73112906	50.78623284	NaN	NaN	NaN
Odra_pos_2_87	2022-07-01	17.71520513	50.79577852	NaN	NaN	NaN
Odra_pos_2_88	2022-07-01	17.69556302	50.79533793	NaN	NaN	NaN
Odra_pos_2_89	2022-07-01	17.67826991	50.80411549	NaN	NaN	NaN
Odra_pos_2_90	2022-07-01	17.661615	50.81472021	NaN	NaN	NaN
Odra_pos_2_91	2022-07-01	17.64480943	50.81818249	NaN	NaN	NaN
Odra_pos_2_92	2022-07-01	17.62581163	50.82194848	NaN	NaN	NaN
Odra_pos_2_93	2022-07-01	17.60583823	50.82531503	NaN	NaN	NaN
Odra_pos_2_94	2022-07-01	17.58629745	50.82835465	NaN	NaN	NaN
Odra_pos_2_95	2022-07-01	17.5675458	50.83304755	NaN	NaN	NaN
Odra_pos_2_96	2022-07-01	17.54906956	50.83920116	NaN	NaN	NaN
Odra_pos_2_97	2022-07-01	17.52904414	50.84430372	NaN	NaN	NaN
Odra_pos_2_98	2022-07-01	17.51234152	50.85114062	NaN	NaN	NaN
Odra_pos_2_99	2022-07-01	17.60169647	50.83707157	NaN	NaN	NaN
Odra_pos_2_100	2022-07-01	17.60054756	50.85039726	NaN	NaN	NaN
Odra_pos_2_101	2022-07-01	17.58005612	50.85509709	NaN	NaN	NaN
Odra_pos_2_102	2022-07-01	17.56336486	50.85951748	NaN	NaN	NaN
Odra_pos_2_103	2022-07-01	17.5470082	50.84888706	NaN	NaN	NaN
Odra_pos_2_104	2022-07-01	17.52733885	50.84936533	NaN	NaN	NaN
Odra_pos_2_105	2022-07-01	17.50745389	50.85178877	NaN	NaN	NaN
Odra_pos_2_106	2022-07-01	17.48923315	50.85971373	12.65888989	13.98367889	NaN
Odra_pos_2_107	2022-07-01	17.47027405	50.8649022	NaN	NaN	NaN
Odra_pos_2_108	2022-07-01	17.45441204	50.87584617	41.61243439	41.84783784	NaN
Odra_pos_2_109	2022-07-01	17.45064884	50.89332354	22.86224397	20.51918176	NaN
Odra_pos_2_110	2022-07-01	17.44029409	50.90889186	NaN	NaN	NaN
Odra_pos_2_111	2022-07-01	17.42096139	50.91247077	NaN	NaN	NaN
Odra_pos_2_112	2022-07-01	17.40300093	50.9146939	NaN	NaN	NaN
Odra_pos_2_113	2022-07-01	17.38729329	50.92247146	NaN	NaN	NaN
Odra_pos_2_114	2022-07-01	17.3678845	50.92619782	NaN	NaN	NaN
Odra_pos_2_115	2022-07-01	17.34877748	50.93102911	NaN	NaN	NaN
Odra_pos_2_116	2022-07-01	17.3363049	50.94358931	NaN	NaN	NaN
Odra_pos_2_117	2022-07-01	17.31695949	50.94531886	4.11674269	2.829235375	NaN
Odra_pos_2_118	2022-07-01	17.30699916	50.95550011	NaN	NaN	NaN
Odra_pos_2_119	2022-07-01	17.30758208	50.97381337	8.905362367	9.172610471	NaN
Odra_pos_2_120	2022-07-01	17.3074775	50.99221823	33.37319097	27.34095482	NaN
Odra_pos_2_121	2022-07-01	17.30017987	51.01011679	NaN	NaN	NaN
Odra_pos_2_122	2022-07-01	17.28393063	51.01650103	NaN	NaN	NaN
Odra_pos_2_123	2022-07-01	17.26472507	51.02757265	NaN	NaN	NaN
Odra_pos_2_124	2022-07-01	17.25063186	51.03906991	NaN	NaN	NaN
Odra_pos_2_125	2022-07-01	17.23206755	51.04445025	NaN	NaN	NaN
Odra_pos_2_126	2022-07-01	17.21524941	51.05150761	NaN	NaN	NaN
Odra_pos_2_127	2022-07-01	17.19748702	51.04365659	NaN	NaN	NaN
Odra_pos_2_128	2022-07-01	17.19015763	51.05176661	NaN	NaN	NaN
Odra_pos_2_129	2022-07-01	17.17240888	51.05059065	NaN	NaN	NaN
Odra_pos_2_130	2022-07-01	17.15915072	51.06051055	NaN	NaN	NaN
Odra_pos_2_131	2022-07-01	17.16867536	51.07661727	NaN	NaN	NaN
Odra_pos_2_132	2022-07-01	17.14910121	51.08067431	NaN	NaN	NaN
Odra_pos_2_133	2022-07-01	17.13584686	51.09415749	NaN	NaN	NaN
Odra_pos_2_134	2022-07-01	17.11994746	51.09937339	NaN	NaN	NaN
Odra_pos_2_135	2022-07-01	17.09926393	51.09384295	NaN	NaN	NaN
Odra_pos_2_136	2022-07-01	17.07924784	51.09934565	NaN	NaN	NaN
Odra_pos_2_137	2022-07-01	17.07009288	51.10962939	NaN	NaN	NaN
Odra_pos_2_138	2022-07-01	17.06599796	51.12652762	NaN	NaN	NaN
Odra_pos_2_139	2022-07-01	17.04788037	51.13428879	NaN	NaN	NaN
Odra_pos_2_140	2022-07-01	17.02793401	51.13252107	NaN	NaN	NaN
Odra_pos_2_141	2022-07-01	17.00796091	51.13166792	NaN	NaN	NaN
Odra_pos_2_142	2022-07-01	17.00568094	51.13109199	NaN	NaN	NaN
Odra_pos_2_143	2022-07-01	17.05633263	51.10655109	NaN	NaN	NaN
Odra_pos_2_144	2022-07-01	17.03825034	51.1140436	NaN	NaN	NaN
Odra_pos_2_145	2022-07-01	17.01947811	51.11589794	NaN	NaN	NaN
Odra_pos_2_146	2022-07-01	17.01534565	51.12845277	NaN	NaN	NaN
Odra_pos_2_147	2022-07-01	16.99314294	51.1333141	NaN	NaN	NaN
Odra_pos_2_148	2022-07-01	16.97750897	51.14393715	NaN	NaN	NaN
Odra_pos_2_149	2022-07-01	16.96901567	51.15668311	NaN	NaN	NaN
Odra_pos_2_150	2022-07-01	16.95006293	51.16010812	NaN	NaN	NaN
Odra_pos_2_151	2022-07-01	16.93632648	51.17161733	NaN	NaN	NaN
Odra_pos_2_152	2022-07-01	16.92490168	51.18637048	NaN	NaN	NaN
Odra_pos_2_153	2022-07-01	16.91371482	51.20245308	NaN	NaN	NaN
Odra_pos_2_154	2022-07-01	16.90303115	51.21550808	NaN	NaN	NaN
Odra_pos_2_155	2022-07-01	16.88632339	51.22417661	NaN	NaN	NaN
